InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567474,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,20/09/11 12:53,5.95,13448,United Kingdom
567092,22047,EMPIRE GIFT WRAP,25,16/09/11 12:48,0.42,13196,United Kingdom
564725,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,28/08/11 12:28,11.95,18041,United Kingdom
551820,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,04/05/11 12:11,2.95,12645,Germany
552725,23207,LUNCH BAG ALPHABET DESIGN,10,11/05/11 10:30,1.65,13418,United Kingdom
554104,POST,POSTAGE,4,22/05/11 14:03,18,12705,Germany
559506,21212,PACK OF 72 RETROSPOT CAKE CASES,2,08/07/11 15:17,1.25,,United Kingdom
568057,22468,BABUSHKA LIGHTS STRING OF 10,1,23/09/11 12:56,13.29,,United Kingdom
557222,47566B,TEA TIME PARTY BUNTING,12,17/06/11 13:14,4.95,14936,Channel Islands
553224,22630,DOLLY GIRL LUNCH BOX,3,16/05/11 10:40,1.95,17228,United Kingdom
571082,85099F,JUMBO BAG STRAWBERRY,2,13/10/11 15:25,4.13,,United Kingdom
558813,20725,LUNCH BAG RED RETROSPOT,20,04/07/11 11:42,1.65,12682,France
560291,21731,RED TOADSTOOL LED NIGHT LIGHT,2,18/07/11 10:17,4.13,,United Kingdom
546843,23230,WRAP ALPHABET DESIGN,25,17/03/11 12:40,0.42,12472,Germany
568919,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,29/09/11 14:38,0.39,12937,United Kingdom
577516,22210,WOOD STAMP SET BEST WISHES,3,20/11/11 13:08,0.83,16533,United Kingdom
557275,23230,WRAP ALPHABET DESIGN,25,19/06/11 11:45,0.42,15544,United Kingdom
548191,22247,BUNNY DECORATION MAGIC GARDEN,1,29/03/11 15:20,1.63,,United Kingdom
558558,79321,CHILLI LIGHTS,3,30/06/11 13:17,5.75,17841,United Kingdom
540551,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,3,10/01/11 9:43,1.66,,United Kingdom
564962,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,31/08/11 14:35,3.75,17777,United Kingdom
540247,21471,STRAWBERRY RAFFIA FOOD COVER,1,05/01/11 15:56,3.75,15464,United Kingdom
543486,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,09/02/11 10:24,1.25,13319,United Kingdom
564975,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,31/08/11 15:35,4.95,17097,Spain
559863,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,1,13/07/11 10:33,0.79,15039,United Kingdom
581134,85049E,SCANDINAVIAN REDS RIBBONS,2,07/12/11 13:12,1.25,16368,United Kingdom
552826,23111,PARISIENNE SEWING BOX,2,11/05/11 13:20,12.5,14277,France
575959,23332,IVORY WICKER HEART LARGE,6,13/11/11 12:27,1.65,14547,United Kingdom
547672,85049C,ROMANTIC PINKS RIBBONS ,6,24/03/11 13:54,1.25,17754,United Kingdom
578936,23579,SNACK TRAY I LOVE LONDON,1,27/11/11 13:00,1.95,16923,United Kingdom
552232,21993,FLORAL FOLK STATIONERY SET,12,06/05/11 15:54,2.46,,United Kingdom
553549,22740,POLKADOT PEN,1,17/05/11 16:09,1.63,,United Kingdom
579002,22995,TRAVEL CARD WALLET SUKI,6,27/11/11 16:27,0.42,14093,United Kingdom
579430,22487,WHITE WOOD GARDEN PLANT LADDER,1,29/11/11 13:06,9.95,12748,United Kingdom
541421,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,17/01/11 17:44,3.29,,United Kingdom
544922,22111,SCOTTIE DOG HOT WATER BOTTLE,3,24/02/11 16:46,4.95,15847,United Kingdom
567802,23111,PARISIENNE SEWING BOX,1,22/09/11 12:06,12.5,14299,United Kingdom
566976,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,16/09/11 9:27,0.39,15382,United Kingdom
549667,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,11/04/11 12:20,2.95,14911,EIRE
544931,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,24/02/11 18:59,6.35,13501,Switzerland
541795,21385,IVORY HANGING DECORATION  HEART,24,21/01/11 13:47,0.85,14692,United Kingdom
566294,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,11/09/11 15:41,2.95,15533,United Kingdom
561795,22897,OVEN MITT APPLES DESIGN,10,29/07/11 13:28,1.45,12716,France
558475,22151,PLACE SETTING WHITE HEART,3,29/06/11 15:58,1.63,,United Kingdom
551517,23205,CHARLOTTE BAG VINTAGE ALPHABET ,3,01/05/11 11:14,0.85,16931,United Kingdom
558432,20718,RED RETROSPOT SHOPPER BAG,10,29/06/11 12:16,1.25,17730,United Kingdom
536982,84030e,ENGLISH ROSE HOT WATER BOTTLE,4,03/12/10 14:27,8.47,,United Kingdom
544087,20759,CHRYSANTHEMUM POCKET BOOK ,3,15/02/11 17:02,0.85,17530,United Kingdom
557502,22418,10 COLOUR SPACEBOY PEN,2,20/06/11 15:32,1.63,,United Kingdom
574883,23581,JUMBO BAG PAISLEY PARK,5,07/11/11 13:56,2.08,14623,United Kingdom
542001,90125A,PINK BERTIE GLASS BEAD BAG CHARM,24,25/01/11 10:56,0.85,14298,United Kingdom
564660,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,26/08/11 14:45,3.75,15074,United Kingdom
538068,21651,HANGING GLASS ETCHED TEALIGHT,12,09/12/10 14:05,1.65,17978,United Kingdom
571701,22602,RETROSPOT WOODEN HEART DECORATION,24,18/10/11 15:05,0.85,14639,United Kingdom
578250,22138,BAKING SET 9 PIECE RETROSPOT ,1,23/11/11 12:43,4.95,15901,United Kingdom
563195,22652,TRAVEL SEWING KIT,1,12/08/11 16:36,3.29,,United Kingdom
572651,22992,REVOLVER WOODEN RULER ,12,25/10/11 12:06,1.95,17350,United Kingdom
556815,82494L,WOODEN FRAME ANTIQUE WHITE ,6,15/06/11 8:36,2.95,14852,United Kingdom
567092,23247,BISCUIT TIN 50'S CHRISTMAS,6,16/09/11 12:48,2.89,13196,United Kingdom
565994,82552,WASHROOM METAL SIGN,1,08/09/11 11:46,1.45,13244,United Kingdom
538524,22624,IVORY KITCHEN SCALES,1,13/12/10 9:35,16.98,,United Kingdom
559553,23077,DOUGHNUT LIP GLOSS ,20,11/07/11 9:23,1.25,16174,United Kingdom
570093,22727,ALARM CLOCK BAKELIKE RED ,1,07/10/11 11:55,3.75,18096,United Kingdom
563698,84997D,CHILDRENS CUTLERY POLKADOT PINK,3,18/08/11 13:46,4.15,14667,United Kingdom
557032,23034,DRAWER KNOB CERAMIC BLACK,6,16/06/11 13:46,1.45,16011,United Kingdom
537638,22595,CHRISTMAS GINGHAM HEART,3,07/12/10 15:28,1.66,,United Kingdom
573195,22027,TEA PARTY BIRTHDAY CARD,12,28/10/11 11:40,0.42,12432,Norway
572075,23214,JINGLE BELL HEART ANTIQUE GOLD,12,20/10/11 13:55,2.08,16846,United Kingdom
547367,84531A,PINK KNITTED EGG COSY,1,22/03/11 13:11,0.39,15437,United Kingdom
538652,21948,SET OF 6 CAKE CHOPSTICKS,4,13/12/10 15:12,1.25,17890,United Kingdom
550162,21558,SKULL LUNCH BOX WITH CUTLERY ,6,14/04/11 16:23,2.55,12569,Germany
549014,22892,SET OF SALT AND PEPPER TOADSTOOLS,1,05/04/11 15:00,1.25,17841,United Kingdom
570426,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,10/10/11 13:55,0.39,13352,United Kingdom
540520,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,09/01/11 12:31,1.49,17555,United Kingdom
544676,23004,TRAVEL CARD WALLET PANTRY,2,22/02/11 16:03,0.42,17841,United Kingdom
544918,22332,SKULLS PARTY BAG + STICKER SET,8,24/02/11 16:30,1.65,13081,United Kingdom
565865,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,07/09/11 15:07,0.85,12637,France
559095,21220,SET/4 BADGES DOGS,10,06/07/11 10:49,1.25,13198,United Kingdom
572550,21982,PACK OF 12 SUKI TISSUES ,2,24/10/11 17:06,0.83,,United Kingdom
578065,22717,CARD DOG AND BALL ,1,22/11/11 15:41,0.83,,United Kingdom
562708,22998,TRAVEL CARD WALLET KEEP CALM,8,08/08/11 14:15,0.42,17085,United Kingdom
542371,62018,SOMBRERO ,6,27/01/11 13:29,1.95,12468,Germany
572655,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,25/10/11 12:20,0.85,16708,United Kingdom
551294,22502,PICNIC BASKET WICKER SMALL,4,27/04/11 14:43,5.95,13468,United Kingdom
577355,23109,PACK OF SIX LED TEA LIGHTS,6,18/11/11 15:53,2.89,14911,EIRE
570087,85049g,CHOCOLATE BOX RIBBONS ,1,07/10/11 11:26,2.46,,United Kingdom
567866,22262,FELT EGG COSY CHICKEN,10,22/09/11 14:13,0.85,16669,United Kingdom
578102,23209,LUNCH BAG VINTAGE DOILY ,10,23/11/11 8:39,1.65,13089,United Kingdom
569803,85053,FRENCH ENAMEL CANDLEHOLDER,6,06/10/11 11:48,2.1,13090,United Kingdom
560772,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,20/07/11 16:12,0.83,,United Kingdom
561034,22371,AIRLINE BAG VINTAGE TOKYO 78,3,24/07/11 11:45,4.25,15506,United Kingdom
567628,23393,HOME SWEET HOME CUSHION COVER ,4,21/09/11 13:01,3.75,14060,United Kingdom
547083,21899,"KEY FOB , GARAGE DESIGN",2,20/03/11 15:21,0.65,15452,United Kingdom
553387,22885,NUMBER TILE VINTAGE FONT 6 ,1,16/05/11 16:33,4.13,,United Kingdom
570715,21819,GLITTER CHRISTMAS STAR ,36,12/10/11 10:23,0.39,18287,United Kingdom
577328,22570,FELTCRAFT CUSHION RABBIT,40,18/11/11 14:14,3.39,14088,United Kingdom
562276,23204,CHARLOTTE BAG APPLES DESIGN,20,04/08/11 10:23,0.85,17735,United Kingdom
575477,23218,LAUREL STAR ANTIQUE GOLD,1,09/11/11 16:14,2.46,,United Kingdom
544686,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,22/02/11 17:20,1.95,12748,United Kingdom
539434,22162,HEART GARLAND RUSTIC PADDED,6,17/12/10 14:41,3.36,,United Kingdom
542998,22383,LUNCH BAG SUKI  DESIGN ,2,02/02/11 12:16,4.96,,United Kingdom
580612,22629,SPACEBOY LUNCH BOX ,2,05/12/11 11:58,2.46,,United Kingdom
537638,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,07/12/10 15:28,1.28,,United Kingdom
580543,22726,ALARM CLOCK BAKELIKE GREEN,8,05/12/11 9:11,3.75,18223,United Kingdom
575085,82582,AREA PATROLLED METAL SIGN,6,08/11/11 13:41,2.1,12849,United Kingdom
578018,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,22/11/11 13:08,0.12,15311,United Kingdom
563195,22078,RIBBON REEL LACE DESIGN ,1,12/08/11 16:36,4.13,,United Kingdom
550975,20941,,20,21/04/11 17:28,0,,United Kingdom
560833,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,21/07/11 12:14,4.25,16891,United Kingdom
572100,23462,ROCOCO WALL MIRROR WHITE,6,20/10/11 15:45,16.95,16705,United Kingdom
541971,71459,HANGING JAM JAR T-LIGHT HOLDER,4,24/01/11 13:48,1.66,,United Kingdom
577089,22696,WICKER WREATH LARGE,1,17/11/11 15:59,1.95,12841,United Kingdom
547772,22553,PLASTERS IN TIN SKULLS,1,25/03/11 11:34,1.65,17979,United Kingdom
540816,21741,COSY SLIPPER SHOES LARGE GREEN,2,11/01/11 12:55,2.95,15518,United Kingdom
568428,21259,VICTORIAN SEWING BOX SMALL ,2,27/09/11 11:27,5.95,14419,United Kingdom
548516,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,31/03/11 16:28,3.73,,United Kingdom
555336,21086,SET/6 RED SPOTTY PAPER CUPS,1,02/06/11 11:13,0.65,,United Kingdom
571203,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,14/10/11 12:33,0.83,17677,United Kingdom
565233,22123,PING MICROWAVE APRON,1,02/09/11 9:34,4.13,,United Kingdom
572302,21770,OPEN CLOSED METAL SIGN,1,23/10/11 14:47,4.95,15427,United Kingdom
541282,22204,MILK PAN BLUE POLKADOT,3,17/01/11 12:31,3.75,17690,United Kingdom
564863,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,31/08/11 10:30,1.65,15491,United Kingdom
570517,21172,PARTY METAL SIGN ,12,11/10/11 10:41,1.45,13971,United Kingdom
578074,21889,WOODEN BOX OF DOMINOES,2,22/11/11 16:06,1.25,17590,United Kingdom
565928,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,08/09/11 10:09,0.85,,EIRE
554986,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,29/05/11 12:35,4.15,14451,United Kingdom
C564545,20724,RED RETROSPOT CHARLOTTE BAG,-1,25/08/11 16:08,0.85,14188,United Kingdom
557009,22609,PENS ASSORTED SPACEBALL,36,16/06/11 11:38,0.19,14321,United Kingdom
550651,22283,6 EGG HOUSE PAINTED WOOD,2,19/04/11 16:52,7.95,15436,United Kingdom
542864,84821,DANISH ROSE DELUXE COASTER,24,01/02/11 12:03,0.21,13802,United Kingdom
563353,22687,DOORMAT CHRISTMAS VILLAGE,2,15/08/11 14:32,7.95,15480,Malta
571508,22452,MEASURING TAPE BABUSHKA PINK,2,17/10/11 15:27,1.63,,United Kingdom
555854,21192,WHITE BELL HONEYCOMB PAPER ,1,07/06/11 13:47,1.65,12748,United Kingdom
570459,20724,RED RETROSPOT CHARLOTTE BAG,10,10/10/11 15:42,0.85,15801,United Kingdom
549129,21981,PACK OF 12 WOODLAND TISSUES ,12,06/04/11 14:53,0.29,17042,United Kingdom
567665,23084,RABBIT NIGHT LIGHT,1,21/09/11 15:22,4.13,,United Kingdom
555841,22356,CHARLOTTE BAG PINK POLKADOT,1,07/06/11 12:47,0.85,14583,United Kingdom
573585,90198B,VINTAGE ROSE BEAD BRACELET BLACK,1,31/10/11 14:41,4.15,,United Kingdom
550284,22981,PANTRY APPLE CORER,12,15/04/11 14:10,1.45,12383,Belgium
574959,22952,60 CAKE CASES VINTAGE CHRISTMAS,4,08/11/11 10:09,0.55,17886,United Kingdom
537825,22650,CERAMIC PIRATE CHEST MONEY BANK,4,08/12/10 14:36,1.45,15005,United Kingdom
576677,22867,HAND WARMER BIRD DESIGN,4,16/11/11 12:03,2.1,16393,United Kingdom
553166,22822,CREAM WALL PLANTER HEART SHAPED,2,13/05/11 16:14,5.95,17655,United Kingdom
559933,16161P,WRAP ENGLISH ROSE ,25,14/07/11 9:54,0.42,16719,United Kingdom
549222,22371,AIRLINE BAG VINTAGE TOKYO 78,4,07/04/11 10:43,4.25,12347,Iceland
576518,23464,VINTAGE ZINC WATERING CAN SMALL,1,15/11/11 12:25,4.95,16361,United Kingdom
567679,22153,ANGEL DECORATION STARS ON DRESS,7,21/09/11 16:15,0.42,14606,United Kingdom
539464,22961,JAM MAKING SET PRINTED,6,19/12/10 11:35,1.45,17913,United Kingdom
557468,23207,LUNCH BAG ALPHABET DESIGN,3,20/06/11 13:14,1.65,16713,United Kingdom
545661,22076,6 RIBBONS EMPIRE  ,12,04/03/11 14:41,1.65,15358,United Kingdom
575930,22679,FRENCH BLUE METAL DOOR SIGN 4,1,11/11/11 17:58,2.46,,United Kingdom
578149,23570,TRADITIONAL PICK UP STICKS GAME ,1,23/11/11 11:11,2.46,,United Kingdom
581184,22475,SKULL DESIGN TV DINNER TRAY,8,07/12/11 16:24,1.95,12569,Germany
574950,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,08/11/11 9:29,3.29,,United Kingdom
537614,22385,JUMBO BAG SPACEBOY DESIGN,1,07/12/10 13:29,1.95,16904,United Kingdom
537666,21634,ASSORTED MINI MADRAS NOTEBOOK,1,07/12/10 18:36,2.51,,United Kingdom
580872,23582,VINTAGE DOILY JUMBO BAG RED ,3,06/12/11 12:02,2.08,18283,United Kingdom
536876,21479,WHITE SKULL HOT WATER BOTTLE ,9,03/12/10 11:36,7.62,,United Kingdom
541422,85174,S/4 CACTI CANDLES,5,17/01/11 17:48,4.13,,United Kingdom
C543792,22176,BLUE OWL SOFT TOY,-1,11/02/11 17:14,2.95,13725,United Kingdom
544208,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,17/02/11 10:34,4.13,,United Kingdom
545661,22560,TRADITIONAL MODELLING CLAY,24,04/03/11 14:41,1.25,15358,United Kingdom
561592,22215,CAKE STAND WHITE TWO TIER LACE,4,28/07/11 11:18,8.5,14560,United Kingdom
580396,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,04/12/11 11:00,3.75,13838,United Kingdom
562715,23291,DOLLY GIRL CHILDRENS CUP,1,08/08/11 15:34,2.46,,United Kingdom
575918,21733,RED HANGING HEART T-LIGHT HOLDER,4,11/11/11 16:58,2.95,17191,United Kingdom
571562,23207,LUNCH BAG ALPHABET DESIGN,20,18/10/11 10:04,1.65,14156,EIRE
569037,22044,CHRISTMAS CARD STACK OF PRESENTS,36,30/09/11 10:45,0.19,13263,United Kingdom
576073,22267,EASTER DECORATION EGG BUNNY ,12,13/11/11 16:13,0.39,16930,United Kingdom
555938,22621,TRADITIONAL KNITTING NANCY,12,08/06/11 9:58,1.65,14257,United Kingdom
571926,23445,ICE CREAM BUBBLES,20,19/10/11 16:41,0.83,16722,United Kingdom
572278,21524,DOORMAT SPOTTY HOME SWEET HOME,2,23/10/11 10:46,8.25,16326,United Kingdom
580738,21169,YOU'RE CONFUSING ME METAL SIGN ,12,06/12/11 9:06,1.69,17666,United Kingdom
541680,15056BL,EDWARDIAN PARASOL BLACK,60,20/01/11 14:18,4.95,14062,United Kingdom
565927,21313,GLASS HEART T-LIGHT HOLDER ,12,08/09/11 10:08,0.85,,EIRE
569680,22138,BAKING SET 9 PIECE RETROSPOT ,3,05/10/11 14:28,4.95,16803,United Kingdom
578270,21902,"KEY FOB , FRONT  DOOR ",2,23/11/11 13:39,1.63,14096,United Kingdom
541518,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,19/01/11 9:05,12.75,12451,Switzerland
581238,22915,ASSORTED BOTTLE TOP  MAGNETS ,6,08/12/11 10:53,0.83,,United Kingdom
544203,22272,FELTCRAFT DOLL MARIA,6,17/02/11 10:30,2.95,12362,Belgium
556776,23203,JUMBO BAG DOILEY PATTERNS,1,14/06/11 12:24,2.08,14730,United Kingdom
574903,23145,ZINC T-LIGHT HOLDER STAR LARGE,24,07/11/11 15:27,0.95,17302,United Kingdom
568060,23100,SILVER BELLS TABLE DECORATION,2,23/09/11 13:11,1.25,14546,United Kingdom
581438,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,08/12/11 16:29,3.75,12955,United Kingdom
559338,22663,JUMBO BAG DOLLY GIRL DESIGN,5,07/07/11 16:30,2.46,,United Kingdom
577479,20725,LUNCH BAG RED RETROSPOT,10,20/11/11 11:34,1.65,14911,EIRE
581218,84819,DANISH ROSE ROUND SEWING BOX,16,08/12/11 9:23,0.79,14191,United Kingdom
571829,22294,HEART FILIGREE DOVE  SMALL,24,19/10/11 11:53,1.25,16131,United Kingdom
549368,21420,OYSTER TRINKET BOX,1,08/04/11 11:26,3.25,18036,United Kingdom
568510,21918,SET 12 KIDS COLOUR  CHALK STICKS,10,27/09/11 12:26,0.42,13555,United Kingdom
554098,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,22/05/11 13:01,8.95,14769,United Kingdom
564825,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,30/08/11 12:26,2.46,,United Kingdom
572312,22113,GREY HEART HOT WATER BOTTLE,1,23/10/11 15:47,4.25,15022,United Kingdom
536690,22803,IVORY EMBROIDERED QUILT ,2,02/12/10 12:25,35.75,17850,United Kingdom
547488,22663,JUMBO BAG DOLLY GIRL DESIGN,2,23/03/11 11:30,1.95,13821,United Kingdom
546212,22489,PACK OF 12 TRADITIONAL CRAYONS,144,10/03/11 11:33,0.36,14156,EIRE
556216,22669,RED BABY BUNTING ,5,09/06/11 14:15,2.95,15252,United Kingdom
569700,90214Z,"LETTER ""Z"" BLING KEY RING",2,05/10/11 15:56,0.83,,United Kingdom
569687,23535,BICYCLE SAFTEY WALL ART,4,05/10/11 14:53,5.95,13709,United Kingdom
552824,21936,RED RETROSPOT PICNIC BAG,2,11/05/11 13:16,2.95,14056,United Kingdom
559894,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,13/07/11 12:06,2.95,14159,United Kingdom
570087,21242,RED RETROSPOT PLATE ,1,07/10/11 11:26,3.29,,United Kingdom
571442,22470,HEART OF WICKER LARGE,6,17/10/11 13:39,2.95,17049,United Kingdom
549833,22383,LUNCH BAG SUKI DESIGN ,10,12/04/11 13:19,1.65,13458,United Kingdom
579520,84406B,CREAM CUPID HEARTS COAT HANGER,1,29/11/11 18:14,4.15,12748,United Kingdom
566713,22469,HEART OF WICKER SMALL,12,14/09/11 12:05,1.65,15933,United Kingdom
559165,37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,3,06/07/11 16:40,0.39,12977,United Kingdom
580675,21871,SAVE THE PLANET MUG,12,05/12/11 14:35,1.65,15640,United Kingdom
578041,21175,GIN + TONIC DIET METAL SIGN,3,22/11/11 14:23,2.55,17338,United Kingdom
542103,21714,CITRONELLA CANDLE GARDEN POT,12,25/01/11 13:26,1.25,13198,United Kingdom
537237,90201B,BLACK ENAMEL FLOWER RING,1,06/12/10 9:58,2.96,,United Kingdom
577850,22694,WICKER STAR ,6,22/11/11 11:04,2.1,14911,EIRE
580831,22457,NATURAL SLATE HEART CHALKBOARD ,6,06/12/11 11:39,2.95,14418,United Kingdom
564760,23350,ROLL WRAP VINTAGE SPOT ,3,30/08/11 10:47,2.46,,United Kingdom
554824,22188,BLACK HEART CARD HOLDER,4,26/05/11 14:21,3.95,15785,United Kingdom
580284,84971S,SMALL HEART FLOWERS HOOK ,1,02/12/11 13:21,0.39,15311,United Kingdom
536569,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,01/12/10 15:35,2.95,16274,United Kingdom
571054,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,13/10/11 13:58,0.65,14234,United Kingdom
556917,22050,PINK PAISLEY ROSE GIFT WRAP,200,15/06/11 13:37,0.34,12415,Australia
542629,22367,CHILDRENS APRON SPACEBOY DESIGN,12,31/01/11 9:57,1.95,12731,France
540364,21272,SALLE DE BAIN HOOK,3,06/01/11 16:03,1.25,14505,United Kingdom
556330,23207,LUNCH BAG ALPHABET DESIGN,2,10/06/11 11:29,1.65,17797,United Kingdom
546092,22969,HOMEMADE JAM SCENTED CANDLES,12,09/03/11 11:54,1.45,17138,United Kingdom
561209,21179,NO JUNK MAIL METAL SIGN,1,25/07/11 16:57,1.63,,United Kingdom
558371,22728,ALARM CLOCK BAKELIKE PINK,3,28/06/11 15:44,8.29,,United Kingdom
569374,20774,GREEN FERN NOTEBOOK,1,03/10/11 16:14,1.63,,United Kingdom
575960,21250,SET OF SKULL WALL STICKERS,1,13/11/11 12:28,2.95,15429,United Kingdom
557318,22768,FAMILY PHOTO FRAME CORNICE,2,19/06/11 16:11,9.95,14911,EIRE
540473,22229,BUNNY WOODEN PAINTED WITH FLOWER ,3,07/01/11 14:31,0.85,17284,United Kingdom
565434,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5,04/09/11 13:35,0.85,12867,United Kingdom
543190,22467,GUMBALL COAT RACK,3,04/02/11 11:52,2.55,17226,United Kingdom
564650,22193,RED DINER WALL CLOCK,12,26/08/11 14:17,7.65,14646,Netherlands
561933,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,01/08/11 12:56,1.25,12949,United Kingdom
556719,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,14/06/11 11:21,0.42,17428,United Kingdom
571923,POST,POSTAGE,2,19/10/11 16:24,18,12685,France
553152,23281,FOLDING MIRROR RED  ,12,13/05/11 14:55,0.83,13089,United Kingdom
538652,22470,HEART OF WICKER LARGE,2,13/12/10 15:12,2.95,17890,United Kingdom
581146,22653,BUTTON BOX ,2,07/12/11 13:53,1.95,17602,United Kingdom
538208,21889,WOODEN BOX OF DOMINOES,2,10/12/10 11:39,1.25,14037,United Kingdom
556459,22335,HEART DECORATION PAINTED ZINC ,1,10/06/11 17:25,1.25,,United Kingdom
566949,22573,STAR WOODEN CHRISTMAS DECORATION,1,15/09/11 16:32,1.63,,United Kingdom
551414,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,28/04/11 13:35,2.95,15622,United Kingdom
577893,22561,WOODEN SCHOOL COLOURING SET,1,22/11/11 11:47,1.65,17073,United Kingdom
548894,40001,WHITE BAMBOO RIBS LAMPSHADE,1,04/04/11 16:01,1.63,,United Kingdom
551747,21284,RETROSPOT CANDLE  SMALL,96,04/05/11 11:00,0.42,14298,United Kingdom
547822,22980,PANTRY SCRUBBING BRUSH,12,25/03/11 14:53,1.65,12668,Germany
554996,22470,HEART OF WICKER LARGE,10,29/05/11 14:28,2.95,16407,United Kingdom
576618,22663,JUMBO BAG DOLLY GIRL DESIGN,1,15/11/11 17:00,4.13,,United Kingdom
579103,22620,4 TRADITIONAL SPINNING TOPS,1,28/11/11 11:39,1.45,18041,United Kingdom
568400,23431,NATURAL HANGING QUILTED HEARTS ,12,27/09/11 10:27,0.83,13644,United Kingdom
539955,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,23/12/10 12:13,4.21,,United Kingdom
547075,22681,FRENCH BLUE METAL DOOR SIGN 6,10,20/03/11 14:35,1.25,15288,United Kingdom
553016,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,12/05/11 18:58,3.75,12748,United Kingdom
549885,47566,PARTY BUNTING,4,12/04/11 15:32,4.95,17204,United Kingdom
559143,22585,PACK OF 6 BIRDY GIFT TAGS,1,06/07/11 14:04,1.25,15581,United Kingdom
573841,22470,HEART OF WICKER LARGE,2,01/11/11 11:39,2.95,14995,United Kingdom
564044,20685,DOORMAT RED RETROSPOT,1,22/08/11 12:58,7.95,16952,United Kingdom
566171,22633,HAND WARMER UNION JACK,1,09/09/11 12:22,2.1,18118,United Kingdom
554999,20718,RED RETROSPOT SHOPPER BAG,2,29/05/11 15:44,1.25,15547,United Kingdom
557500,37327,ASSTD MULTICOLOUR CIRCLES MUG,12,20/06/11 15:27,0.97,,United Kingdom
568318,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,26/09/11 13:25,0.42,13233,United Kingdom
578508,23290,SPACEBOY CHILDRENS BOWL,2,24/11/11 13:06,1.25,16892,United Kingdom
566397,22961,JAM MAKING SET PRINTED,6,12/09/11 12:54,1.45,17811,United Kingdom
548258,22314,OFFICE MUG WARMER CHOC+BLUE,6,30/03/11 11:04,2.95,14146,United Kingdom
540681,84992,72 SWEETHEART FAIRY CAKE CASES,1,10/01/11 16:25,1.28,,United Kingdom
566959,23006,TRAVEL CARD WALLET FLOWER MEADOW,2,15/09/11 17:00,0.42,17530,United Kingdom
572096,21823,PAINTED METAL HEART WITH HOLLY BELL,5,20/10/11 15:20,0.39,16813,United Kingdom
577078,22960,JAM MAKING SET WITH JARS,1,17/11/11 15:17,8.29,,United Kingdom
543300,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,07/02/11 11:42,0.85,13334,United Kingdom
580027,21871,SAVE THE PLANET MUG,1,01/12/11 12:01,1.65,14178,United Kingdom
540647,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,10/01/11 14:57,2.95,17406,United Kingdom
581219,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,08/12/11 9:28,3.29,,United Kingdom
